,experiment_id,qualitative_outcome,disease_id,disease_name,organism_id,organism_name
8805,9388,Reduced,22,Colorectal cancer,59,Eubacterium
8806,9389,Reduced,22,Colorectal cancer,330,Klebsiella
8807,9390,Reduced,22,Colorectal cancer,217,Phascolarctobacterium
8808,9391,Reduced,22,Colorectal cancer,246,Leptotrichia
8809,9392,Reduced,22,Colorectal cancer,83,Serratia
8810,9393,Reduced,22,Colorectal cancer,327,Mogibacterium
8811,9394,Reduced,22,Colorectal cancer,330,Klebsiella
8812,9395,Reduced,22,Colorectal cancer,643,Blautia producta
8813,9396,Reduced,129,Postmenopausal,65,Faecalibacterium
8814,9397,Reduced,129,Postmenopausal,52,Alistipes
8815,9398,Reduced,129,Postmenopausal,59,Eubacterium
8816,9399,Reduced,129,Postmenopausal,14,Roseburia
8817,9400,Elevated,129,Postmenopausal,36,Bacteroides
8818,9401,Elevated,129,Postmenopausal,93,Staphylococcus
8819,9402,Reduced,58,Atopic dermatitis,62,Streptococcus
8820,9403,Reduced,58,Atopic dermatitis,35,Veillonella
8821,9404,Reduced,58,Atopic dermatitis,251,Granulicatella
8822,9405,Reduced,58,Atopic dermatitis,329,Porphyromonas
8823,9406,Reduced,58,Atopic dermatitis,958,Limnobacter
8824,9407,Reduced,58,Atopic dermatitis,246,Leptotrichia
8825,9408,Reduced,58,Atopic dermatitis,1071,Agrobacterium
8826,9409,Reduced,58,Atopic dermatitis,321,Atopobium
8827,9410,Elevated,58,Atopic dermatitis,632,Rhodococcus
8828,9411,Elevated,58,Atopic dermatitis,472,Alloiococcus
8829,9412,Elevated,58,Atopic dermatitis,1470,Tepidimonas
8830,9413,Elevated,58,Atopic dermatitis,26,Staphylococcus aureus
8831,9414,Elevated,58,Atopic dermatitis,741,Sphingomonas yabuuchiae
8832,9415,Elevated,58,Atopic dermatitis,1471,Corynebacterium simulans
8833,9416,Reduced,58,Atopic dermatitis,402,Rothia mucilaginosa
8834,9417,Reduced,58,Atopic dermatitis,24,Prevotella melaninogenica
8835,9418,Reduced,58,Atopic dermatitis,436,Prevotella nanceiensis
8836,9419,Reduced,342,Diaper dermatitis,369,Staphylococcus epidermidis
8837,9420,Elevated,342,Diaper dermatitis,26,Staphylococcus aureus
8838,9421,Reduced,342,Diaper dermatitis,201,Clostridium perfringens
8839,9422,Reduced,342,Diaper dermatitis,191,Clostridium butyricum
8840,9423,Reduced,342,Diaper dermatitis,583,Lactobacillus ruminis
8841,9424,Elevated,342,Diaper dermatitis,76,Ruminococcus bromii
8842,9425,Elevated,342,Diaper dermatitis,20,Ruminococcus gnavus
8843,9426,Reduced,342,Diaper dermatitis,578,Streptococcus agalactiae
8844,9427,Elevated,342,Diaper dermatitis,1290,Eubacterium dolichum
8845,9428,Elevated,342,Diaper dermatitis,737,Pseudoxanthomonas mexicana
8846,9429,Elevated,342,Diaper dermatitis,786,Collinsella aerofaciens
8847,9430,Reduced,342,Diaper dermatitis,39,Bifidobacterium longum
8848,9431,Elevated,342,Diaper dermatitis,483,Micrococcus luteus
8849,9432,Elevated,342,Diaper dermatitis,1472,Pseudomonas veronii
8850,9433,Elevated,342,Diaper dermatitis,1473,Acinetobacter lwoffii
8851,9434,Reduced,342,Diaper dermatitis,1474,Acinetobacter johnsonii
8852,9435,Elevated,343,Alopecia universalis,141,Holdemania filiformis
8853,9436,Elevated,343,Alopecia universalis,60,Erysipelotrichaceae
8854,9437,Elevated,343,Alopecia universalis,55,Lachnospiraceae
8855,9438,Elevated,343,Alopecia universalis,592,Bacteroides eggerthii
8856,9439,Elevated,343,Alopecia universalis,183,Parabacteroides distasonis
8857,9440,Elevated,343,Alopecia universalis,1476,Eggerthellaceae
8858,9441,Elevated,343,Alopecia universalis,1475,Parabacteroides johnsonii
8859,9442,Reduced,343,Alopecia universalis,801,Phascolarctobacterium succinatutens
8860,9443,Reduced,343,Alopecia universalis,515,Dorea longicatena
8861,9444,Reduced,343,Alopecia universalis,5,Streptococcus thermophiles
8862,9445,Reduced,343,Alopecia universalis,607,Turicibacter sanguinis
8863,9446,Reduced,343,Alopecia universalis,144,Flavonifractor plautii
8864,9447,Reduced,343,Alopecia universalis,1477,Phocea massiliensis
8865,9448,Elevated,155,Pancreatitis,74,Shigella
8866,9449,Elevated,155,Pancreatitis,41,Enterococcus
8867,9450,Elevated,155,Pancreatitis,232,Enterobacteriaceae
8868,9451,Reduced,155,Pancreatitis,44,Prevotella
8869,9452,Reduced,155,Pancreatitis,65,Faecalibacterium
8870,9453,Reduced,155,Pancreatitis,214,Blautia
8871,9454,Reduced,155,Pancreatitis,55,Lachnospiraceae
8872,9455,Reduced,155,Pancreatitis,33,Bifidobacterium
8873,9456,Elevated,32,Aggressive periodontitis,304,Porphyromonas gingivalis
8874,9457,Elevated,32,Aggressive periodontitis,680,Porphyromonas endodontalis
8875,9458,Elevated,32,Aggressive periodontitis,714,Mycoplasma faucium
8876,9459,Elevated,32,Aggressive periodontitis,305,Fusobacterium nucleatum
8877,9460,Elevated,32,Aggressive periodontitis,380,Peptostreptococcaceae
8878,9461,Reduced,32,Aggressive periodontitis,819,Mitsuokella
8879,9462,Elevated,144,periodontitis,304,Porphyromonas gingivalis
8880,9463,Elevated,144,periodontitis,680,Porphyromonas endodontalis
8881,9464,Elevated,144,periodontitis,714,Mycoplasma faucium
8882,9465,Elevated,144,periodontitis,305,Fusobacterium nucleatum
8883,9466,Elevated,130,Oral cancer,1215,Gibberella
8884,9467,Elevated,130,Oral cancer,1478,Starmerella etchellii
8885,9468,Elevated,130,Oral cancer,909,Candida albicans
8886,9469,Elevated,130,Oral cancer,1479,Hannaella luteola
8887,9470,Reduced,130,Oral cancer,1483,Trametes
8888,9471,Reduced,130,Oral cancer,1480,Hanseniaspora uvarum
8889,9472,Reduced,130,Oral cancer,908,Malassezia restricta
8890,9473,Reduced,130,Oral cancer,1481,Alternaria tamaricis
8891,9474,Reduced,130,Oral cancer,1482,Cladosporium halotolerans
8892,9475,Reduced,130,Oral cancer,1332,Alternaria alternata
8893,9476,Reduced,130,Oral cancer,984,Malassezia furfur
8894,9477,Reduced,36,Caries,865,Mucor racemosus
8895,9478,Reduced,36,Caries,1484,Filobasidium stepposum
8896,9479,Reduced,36,Caries,1485,Cystofilobasidium macerans
8897,9480,Reduced,36,Caries,1486,Penicillium expansum
8898,9481,Reduced,36,Caries,1332,Alternaria alternata
8899,9482,Elevated,344,Chronic pancreatitis,74,Shigella
8900,9483,Elevated,344,Chronic pancreatitis,80,Dialister
8901,9484,Elevated,344,Chronic pancreatitis,53,Parabacteroides
8902,9485,Reduced,344,Chronic pancreatitis,65,Faecalibacterium
8903,9486,Reduced,344,Chronic pancreatitis,54,Subdoligranulum
8904,9487,Reduced,344,Chronic pancreatitis,216,Megamonas
8905,9488,Reduced,344,Chronic pancreatitis,55,Lachnospiraceae
8906,9489,Reduced,344,Chronic pancreatitis,380,Peptostreptococcaceae
8907,9490,Reduced,344,Chronic pancreatitis,185,Collinsella
8908,9491,Reduced,344,Chronic pancreatitis,60,Erysipelotrichaceae
8909,9492,Reduced,344,Chronic pancreatitis,776,Butyricicoccus
8910,9493,Reduced,344,Chronic pancreatitis,236,Dorea
8911,9494,Elevated,248,Intestinal metaplasia,264,Lactococcus
8912,9495,Elevated,248,Intestinal metaplasia,307,Flavobacterium
8913,9496,Elevated,248,Intestinal metaplasia,318,Psychrobacter
8914,9497,Elevated,248,Intestinal metaplasia,510,Enhydrobacter
8915,9498,Elevated,248,Intestinal metaplasia,62,Streptococcus
8916,9499,Elevated,248,Intestinal metaplasia,557,Leuconostoc
8917,9500,Elevated,248,Intestinal metaplasia,1399,Myroides
8918,9501,Reduced,248,Intestinal metaplasia,125,Bacillus
8919,9502,Reduced,248,Intestinal metaplasia,1166,Lysinibacillus
8920,9503,Reduced,248,Intestinal metaplasia,1377,Exiguobacterium
8921,9504,Reduced,248,Intestinal metaplasia,1167,Oceanobacillus
8922,9505,Reduced,248,Intestinal metaplasia,670,Paenibacillus
8923,9506,Reduced,248,Intestinal metaplasia,1487,Solibacillus
8924,9507,Elevated,345,Posttraumatic stress syndrome,62,Streptococcus
8925,9508,Elevated,345,Posttraumatic stress syndrome,66,Acidaminococcus
8926,9509,Elevated,345,Posttraumatic stress syndrome,1488,Pilibacter
8927,9510,Elevated,345,Posttraumatic stress syndrome,1489,Lutispora
8928,9511,Elevated,345,Posttraumatic stress syndrome,1490,Proteiniclasticum
8929,9512,Elevated,345,Posttraumatic stress syndrome,1491,Thermodesulfobium
8930,9513,Reduced,345,Posttraumatic stress syndrome,132,Ruminococcus
8931,9514,Reduced,345,Posttraumatic stress syndrome,14,Roseburia
8932,9515,Reduced,345,Posttraumatic stress syndrome,328,Anaerostipes
8933,9516,Reduced,345,Posttraumatic stress syndrome,418,Clostridium cluster XIVa
8934,9517,Reduced,345,Posttraumatic stress syndrome,1342,Eisenbergiella
8935,9518,Reduced,345,Posttraumatic stress syndrome,64,Lachnospira
8936,9519,Reduced,345,Posttraumatic stress syndrome,131,Pseudoflavonifractor
8937,9520,Reduced,345,Posttraumatic stress syndrome,54,Subdoligranulum
8938,9521,Elevated,36,Caries,247,Haemophilus
8939,9522,Reduced,36,Caries,996,Corynebacterium matruchotii
8940,9523,Reduced,36,Caries,246,Leptotrichia
8941,9524,Reduced,36,Caries,357,Capnocytophaga ochracea
8942,9525,Reduced,36,Caries,1453,Porphyromonas pasteri
8943,9526,Reduced,36,Caries,350,Selenomonas noxia
8944,9527,Reduced,36,Caries,44,Prevotella
8945,9528,Reduced,36,Caries,77,Fusobacterium
8946,9529,Elevated,28,Alzheimer's Disease,219,Ruminococcaceae
8947,9530,Elevated,28,Alzheimer's Disease,258,Enterococcaceae
8948,9531,Elevated,28,Alzheimer's Disease,241,Lactobacillaceae
8949,9532,Reduced,28,Alzheimer's Disease,55,Lachnospiraceae
8950,9533,Reduced,28,Alzheimer's Disease,220,Bacteroidaceae
8951,9534,Reduced,28,Alzheimer's Disease,171,Veillonellaceae
8952,9535,Reduced,28,Alzheimer's Disease,54,Subdoligranulum
8953,9536,Elevated,28,Alzheimer's Disease,36,Bacteroides
8954,9537,Elevated,28,Alzheimer's Disease,636,Lachnoclostridium
8955,9538,Reduced,51,Sjögren Syndrome,246,Leptotrichia
8956,9539,Elevated,51,Sjögren Syndrome,33,Bifidobacterium
8957,9540,Elevated,51,Sjögren Syndrome,80,Dialister
8958,9541,Elevated,51,Sjögren Syndrome,1,Lactobacillus
8959,9542,Reduced,346,Hidradenitis suppurativa,1492,Cutibacterium
8960,9543,Elevated,346,Hidradenitis suppurativa,256,Porphyromonadaceae
8961,9544,Elevated,346,Hidradenitis suppurativa,235,Prevotellaceae
8962,9545,Elevated,346,Hidradenitis suppurativa,513,Clostridiales
8963,9546,Elevated,346,Hidradenitis suppurativa,329,Porphyromonas
8964,9547,Elevated,346,Hidradenitis suppurativa,465,Peptoniphilus
8965,9548,Reduced,346,Hidradenitis suppurativa,482,Propionibacterium acnes
8966,9549,Reduced,346,Hidradenitis suppurativa,1493,Corynebacterium striatum
8967,9550,Reduced,346,Hidradenitis suppurativa,1492,Cutibacterium
8968,9552,Elevated,346,Hidradenitis suppurativa,329,Porphyromonas
8969,9553,Elevated,346,Hidradenitis suppurativa,465,Peptoniphilus
8970,9554,Elevated,346,Hidradenitis suppurativa,250,Corynebacterium
8971,9555,Reduced,174,Schizophrenia,65,Faecalibacterium
8972,9556,Reduced,174,Schizophrenia,1345,Agathobacter
8973,9557,Reduced,174,Schizophrenia,824,Fusicatenibacter
8974,9558,Reduced,174,Schizophrenia,128,Coprococcus
8975,9559,Reduced,174,Schizophrenia,55,Lachnospiraceae
8976,9560,Reduced,174,Schizophrenia,151,Eubacterium ventriosum
8977,9561,Reduced,174,Schizophrenia,776,Butyricicoccus
8978,9562,Reduced,174,Schizophrenia,1494, Ruminococcus gauvreauii
8979,9563,Elevated,174,Schizophrenia,135,Actinomyces
8980,9564,Elevated,174,Schizophrenia,412,Eggerthella
8981,9565,Elevated,174,Schizophrenia,527,Synergistetes
8982,9566,Elevated,174,Schizophrenia,124,Anaerotruncus
8983,9567,Elevated,174,Schizophrenia,506,Flavonifractor
8984,9568,Elevated,174,Schizophrenia,129,Holdemania
8985,9569,Elevated,174,Schizophrenia,197,Clostridium innocuum
8986,9570,Elevated,174,Schizophrenia,1342,Eisenbergiella
8987,9571,Elevated,174,Schizophrenia,127,Christensenella
8988,9572,Elevated,174,Schizophrenia,784,Eubacterium hallii
8989,9573,Elevated,174,Schizophrenia,20,Ruminococcus gnavus
8990,9574,Elevated,174,Schizophrenia,236,Dorea
8991,9575,Elevated,174,Schizophrenia,637,Hungatella
8992,9576,Elevated,174,Schizophrenia,560,Bilophila
8993,9577,Elevated,174,Schizophrenia,213,Oscillibacter
8994,9578,Elevated,174,Schizophrenia,1458,Burkholderiaceae
8995,9579,Elevated,174,Schizophrenia,218,Parasutterella
8996,9580,Elevated,174,Schizophrenia,214,Blautia
8997,9581,Elevated,174,Schizophrenia,1495,Patescibacteria
8998,9582,Reduced,174,Schizophrenia,1496,Trichoderma
8999,9583,Reduced,174,Schizophrenia,1497,Microascaceae
9000,9584,Reduced,174,Schizophrenia,1498,Bionectriaceae
9001,9585,Reduced,174,Schizophrenia,1499,Glomerellales
9002,9586,Reduced,174,Schizophrenia,1500,Scedosporium
9003,9587,Reduced,174,Schizophrenia,1501,Cephalotrichum
9004,9588,Reduced,174,Schizophrenia,1056,Ophiostomataceae
9005,9589,Reduced,174,Schizophrenia,1502,Aspergillaceae
9006,9590,Reduced,174,Schizophrenia,1503,Purpureocillium
9007,9591,Elevated,174,Schizophrenia,1120,Haematonectria
9008,9592,Elevated,174,Schizophrenia,1116,Mortierella
9009,9593,Elevated,174,Schizophrenia,1353,Chaetomium
9010,9594,Reduced,174,Schizophrenia,1504,Hypocreaceae
9011,9595,Elevated,189,Bullous pemphigoid,93,Staphylococcus
9012,9596,Elevated,189,Bullous pemphigoid,250,Corynebacterium
9013,9597,Elevated,347,Idiopathic focal epilepsy,291,Campylobacter
9014,9598,Elevated,347,Idiopathic focal epilepsy,759,Delftia
9015,9599,Elevated,347,Idiopathic focal epilepsy,247,Haemophilus
9016,9600,Elevated,347,Idiopathic focal epilepsy,687,Lautropia
9017,9601,Elevated,347,Idiopathic focal epilepsy,248,Neisseria
9018,9602,Reduced,347,Idiopathic focal epilepsy,214,Blautia
9019,9603,Reduced,347,Idiopathic focal epilepsy,128,Coprococcus
9020,9604,Reduced,347,Idiopathic focal epilepsy,65,Faecalibacterium
9021,9605,Reduced,347,Idiopathic focal epilepsy,132,Ruminococcus
9022,9606,Reduced,347,Idiopathic focal epilepsy,36,Bacteroides
9023,9607,Reduced,347,Idiopathic focal epilepsy,53,Parabacteroides
9024,9608,Reduced,347,Idiopathic focal epilepsy,33,Bifidobacterium
9025,9609,Reduced,347,Idiopathic focal epilepsy,185,Collinsella
9026,9610,Reduced,101,Systemic lupus erythematosus,744,Acidobacteria
9027,9611,Reduced,101,Systemic lupus erythematosus,534,Tenericutes
9028,9612,Reduced,101,Systemic lupus erythematosus,44,Prevotella
9029,9613,Reduced,101,Systemic lupus erythematosus,1492,Cutibacterium
9030,9614,Reduced,101,Systemic lupus erythematosus,238,Ralstonia
9031,9615,Reduced,101,Systemic lupus erythematosus,123,Klebsiella pneumoniae
9032,9616,Reduced,101,Systemic lupus erythematosus,1505,Rhodococcus erythropolis
9033,9617,Reduced,101,Systemic lupus erythematosus,1506,Erwinia mallotivora
9034,9618,Elevated,101,Systemic lupus erythematosus,26,Staphylococcus aureus
9035,9619,Elevated,101,Systemic lupus erythematosus,369,Staphylococcus epidermidis
9036,9620,Elevated,101,Systemic lupus erythematosus,1459,Staphylococcus warneri
9037,9621,Elevated,101,Systemic lupus erythematosus,1507,Staphylococcus hominis
9038,9622,Elevated,101,Systemic lupus erythematosus,244,Rothia
9039,9623,Elevated,101,Systemic lupus erythematosus,1236,Deinococcus
9040,9624,Elevated,101,Systemic lupus erythematosus,135,Actinomyces
9041,9625,Elevated,101,Systemic lupus erythematosus,250,Corynebacterium
9042,9626,Elevated,201,Neuromyelitis optica,74,Shigella
9043,9627,Elevated,201,Neuromyelitis optica,431,Oribacterium
9044,9628,Elevated,201,Neuromyelitis optica,644,anaerobacter
9045,9629,Elevated,201,Neuromyelitis optica,333,Anaeroglobus
9046,9630,Elevated,201,Neuromyelitis optica,506,Flavonifractor
9047,9631,Elevated,201,Neuromyelitis optica,62,Streptococcus
9048,9632,Reduced,201,Neuromyelitis optica,175,Sutterella
9049,9633,Reduced,201,Neuromyelitis optica,824,Fusicatenibacter
9050,9634,Reduced,201,Neuromyelitis optica,128,Coprococcus
9051,9635,Reduced,201,Neuromyelitis optica,380,Peptostreptococcaceae
9052,9636,Reduced,201,Neuromyelitis optica,928,Romboutsia
9053,9637,Reduced,201,Neuromyelitis optica,214,Blautia
9054,9638,Reduced,201,Neuromyelitis optica,14,Roseburia
9055,9639,Reduced,201,Neuromyelitis optica,215,Lachnospiraceae incertae sedis
9056,9640,Reduced,201,Neuromyelitis optica,65,Faecalibacterium
9057,9641,Reduced,201,Neuromyelitis optica,235,Prevotellaceae
9058,9642,Reduced,201,Neuromyelitis optica,55,Lachnospiraceae
9059,9643,Elevated,348,Vogt-Koyagani-Harada disease,1509,Rhizophagus
9060,9644,Elevated,348,Vogt-Koyagani-Harada disease,1508,Ramularia collo-cygni
9061,9645,Elevated,348,Vogt-Koyagani-Harada disease,1332,Alternaria alternata
9062,9646,Elevated,348,Vogt-Koyagani-Harada disease,750,Paraprevotella clara
9063,9647,Reduced,348,Vogt-Koyagani-Harada disease,40,Bifidobacterium dentium
9064,9648,Reduced,348,Vogt-Koyagani-Harada disease,1510,Candidatus Methanomethylophilus alvus
9065,9649,Reduced,348,Vogt-Koyagani-Harada disease,9,Clostridium
9066,9650,Reduced,348,Vogt-Koyagani-Harada disease,850,Azospirillum
9067,9651,Reduced,348,Vogt-Koyagani-Harada disease,1032,Methanoculleus
9068,9652,Reduced,47,Preeclamsia,64,Lachnospira
9069,9653,Reduced,47,Preeclamsia,67,Akkermansia
9070,9654,Reduced,47,Preeclamsia,65,Faecalibacterium
9071,9655,Elevated,47,Preeclamsia,9,Clostridium
9072,9656,Elevated,47,Preeclamsia,80,Dialister
9073,9657,Elevated,47,Preeclamsia,35,Veillonella
9074,9658,Elevated,47,Preeclamsia,77,Fusobacterium
9075,9659,Reduced,36,Caries,246,Leptotrichia
9076,9660,Elevated,36,Caries,758,Scardovia wiggsiae
9077,9661,Elevated,36,Caries,615,Parascardovia denticolens
9078,9662,Elevated,36,Caries,1106,Prevotella denticola
9079,9663,Elevated,36,Caries,293,Prevotella oris
9080,9664,Elevated,22,Colorectal cancer,676,Coprobacillus
9081,9665,Elevated,22,Colorectal cancer,371,Burkholderia
9082,9666,Elevated,22,Colorectal cancer,329,Porphyromonas
9083,9667,Elevated,22,Colorectal cancer,530,Paracoccus
9084,9668,Elevated,22,Colorectal cancer,465,Peptoniphilus
9085,9669,Elevated,22,Colorectal cancer,1418,Synechococcus
9086,9670,Elevated,22,Colorectal cancer,58,Roseburia Inulinivorans
9087,9671,Elevated,22,Colorectal cancer,49,Clostridium ramosum
9088,9672,Elevated,22,Colorectal cancer,304,Porphyromonas gingivalis
9089,9673,Elevated,22,Colorectal cancer,305,Fusobacterium nucleatum
9090,9674,Elevated,22,Colorectal cancer,421,Gemella morbillorum
9091,9675,Elevated,22,Colorectal cancer,50,Clostridium symbiosum
9092,9676,Elevated,22,Colorectal cancer,1512,Cyanothece
9093,9677,Elevated,22,Colorectal cancer,1511,Solobacterium moorei
9094,9678,Reduced,349,Iron-deficiency anaemia,250,Corynebacterium
9095,9679,Reduced,349,Iron-deficiency anaemia,248,Neisseria
9096,9680,Reduced,349,Iron-deficiency anaemia,588,Cardiobacterium
9097,9681,Reduced,349,Iron-deficiency anaemia,97,Capnocytophaga
9098,9682,Reduced,349,Iron-deficiency anaemia,92,Aggregatibacter
9099,9683,Elevated,349,Iron-deficiency anaemia,264,Lactococcus
9100,9684,Elevated,349,Iron-deficiency anaemia,41,Enterococcus
9101,9685,Elevated,349,Iron-deficiency anaemia,1,Lactobacillus
9102,9686,Elevated,349,Iron-deficiency anaemia,319,Pseudomonas
9103,9687,Elevated,349,Iron-deficiency anaemia,96,Moraxella
9104,9688,Elevated,350,Extrinsic black stain,757,Actinomyces naeslundii
9105,9689,Reduced,350,Extrinsic black stain,271,TM7
9106,9690,Elevated,58,Atopic dermatitis,26,Staphylococcus aureus
9107,9691,Reduced,58,Atopic dermatitis,1,Lactobacillus
9108,9692,Reduced,58,Atopic dermatitis,371,Burkholderia
9109,9693,Reduced,58,Atopic dermatitis,482,Propionibacterium acnes
9110,9694,Reduced,13,Psoriasis,482,Propionibacterium acnes
9111,9695,Reduced,13,Psoriasis,371,Burkholderia
9112,9696,Reduced,13,Psoriasis,1,Lactobacillus
9113,9697,Elevated,13,Psoriasis,1471,Corynebacterium simulans
9114,9698,Elevated,13,Psoriasis,650,Corynebacterium kroppenstedtii
9115,9699,Elevated,13,Psoriasis,559,Finegoldia
9116,9700,Elevated,13,Psoriasis,745,Neisseriaceae
9117,9701,Elevated,2,Multiple Sclerosis,9,Clostridium
9118,9702,Elevated,2,Multiple Sclerosis,67,Akkermansia
9119,9703,Elevated,2,Multiple Sclerosis,779,Adlercreutzia
9120,9704,Elevated,2,Multiple Sclerosis,214,Blautia
9121,9705,Elevated,2,Multiple Sclerosis,129,Holdemania
9122,9706,Elevated,2,Multiple Sclerosis,236,Dorea
9123,9707,Reduced,2,Multiple Sclerosis,44,Prevotella
9124,9708,Reduced,2,Multiple Sclerosis,332,Slackia
9125,9709,Reduced,2,Multiple Sclerosis,64,Lachnospira
9126,9710,Reduced,2,Multiple Sclerosis,80,Dialister
9127,9711,Elevated,2,Multiple Sclerosis,776,Butyricicoccus
9128,9712,Reduced,2,Multiple Sclerosis,478,Bacteroides xylanisolvens
9129,9713,Reduced,55,Pancreatic cancer,219,Ruminococcaceae
9130,9714,Reduced,55,Pancreatic cancer,65,Faecalibacterium
9131,9715,Elevated,55,Pancreatic cancer,212,Bacteroidales
9132,9716,Elevated,55,Pancreatic cancer,67,Akkermansia
9133,9717,Elevated,55,Pancreatic cancer,453,Megasphaera
9134,9718,Elevated,22,Colorectal cancer,1513,Orthobunyavirus
9135,9719,Elevated,22,Colorectal cancer,1514,Inovirus
9136,9720,Elevated,22,Colorectal cancer,1515,Tunalikevirus
9137,9721,Elevated,22,Colorectal cancer,1516,Fromanvirus
9138,9722,Elevated,22,Colorectal cancer,1517,Phikzvirus
9139,9723,Elevated,22,Colorectal cancer,1518,Betabaculovirus
9140,9724,Elevated,22,Colorectal cancer,1519,Zindervirus
9141,9725,Elevated,22,Colorectal cancer,1520,Moineauvirus
9142,9726,Elevated,22,Colorectal cancer,1521,Punavirus
9143,9727,Elevated,22,Colorectal cancer,1522,Lambdavirus
9144,9728,Elevated,22,Colorectal cancer,1523,Ceduovirus
9145,9729,Elevated,22,Colorectal cancer,1524,Muvirus
9146,9730,Elevated,22,Colorectal cancer,1525,Twortvirus
9147,9731,Elevated,22,Colorectal cancer,1526,Gammasphaerolipovirus
9148,9732,Elevated,22,Colorectal cancer,1527,Circovirus
9149,9733,Elevated,22,Colorectal cancer,1528,Okubovirus
9150,9734,Elevated,22,Colorectal cancer,1529,Cytomegalovirus
9151,9735,Elevated,22,Colorectal cancer,1530,Uetekavirus
9152,9736,Elevated,22,Colorectal cancer,1531,Ravinvirus
9153,9737,Elevated,22,Colorectal cancer,1532,Phikmvvirus
9154,9738,Elevated,22,Colorectal cancer,1533,Cyprinivirus
9155,9739,Elevated,22,Colorectal cancer,1534,Lymphocryptovirus
9156,9740,Reduced,70,Oral lichen planus,481,Haemophilus parahaemolyticus
9157,9741,Reduced,70,Oral lichen planus,56,Haemophilus parainfluenzae
9158,9742,Reduced,70,Oral lichen planus,1008,Neisseria oralis
9159,9743,Reduced,70,Oral lichen planus,351,Streptococcus oralis
9160,9744,Reduced,70,Oral lichen planus,426,Streptococcus salivarius
9161,9745,Reduced,70,Oral lichen planus,226,Streptococcus sanguinis
9162,9746,Elevated,70,Oral lichen planus,363,Campylobacter rectus
9163,9747,Elevated,70,Oral lichen planus,305,Fusobacterium nucleatum
9164,9748,Elevated,70,Oral lichen planus,361,Neisseria mucosa
9165,9749,Elevated,3,Crohn's Disease,41,Enterococcus
9166,9750,Reduced,3,Crohn's Disease,22,Bifidobacterium adolescentis
9167,9751,Reduced,3,Crohn's Disease,779,Adlercreutzia
9168,9752,Reduced,3,Crohn's Disease,1535,Clostridium celatum
9169,9753,Reduced,3,Crohn's Disease,55,Lachnospiraceae
9170,9754,Reduced,3,Crohn's Disease,328,Anaerostipes
9171,9755,Reduced,3,Crohn's Disease,128,Coprococcus
9172,9756,Reduced,3,Crohn's Disease,602,Roseburia faecis
9173,9757,Reduced,3,Crohn's Disease,6,Faecalibacterium prausnitzii
9174,9758,Reduced,3,Crohn's Disease,1413,Gemmiger formicilis
9175,9759,Reduced,3,Crohn's Disease,76,Ruminococcus bromii
9176,9760,Reduced,3,Crohn's Disease,80,Dialister
9177,9761,Elevated,36,Caries,28,Streptococcus mutans
9178,9762,Elevated,36,Caries,346,Veillonella parvula
9179,9763,Reduced,36,Caries,356,Prevotella nigrescens
9180,9764,Reduced,36,Caries,246,Leptotrichia
9181,9765,Reduced,36,Caries,543,Actinobaculum
9182,9766,Elevated,36,Caries,1536,Streptococcus sobrinus
9183,9767,Reduced,351,Meningococcal disease,35,Veillonella
9184,9768,Elevated,351,Meningococcal disease,435,Aggregatibacter aphrophilus
9185,9769,Elevated,351,Meningococcal disease,363,Campylobacter rectus
9186,9770,Elevated,351,Meningococcal disease,898,Catonella morbi
9187,9771,Elevated,351,Meningococcal disease,1390,Haemophilus haemolyticus
9188,9772,Elevated,351,Meningococcal disease,23,Parvimonas micra
9189,9773,Elevated,351,Meningococcal disease,1537,Haemophilus aegyptius
9190,9774,Reduced,2,Multiple Sclerosis,44,Prevotella
9191,9775,Reduced,2,Multiple Sclerosis,673,Succinivibrio
9192,9776,Elevated,2,Multiple Sclerosis,128,Coprococcus
9193,9777,Elevated,2,Multiple Sclerosis,132,Ruminococcus
9194,9778,Elevated,2,Multiple Sclerosis,776,Butyricicoccus
9195,9779,Elevated,2,Multiple Sclerosis,242,Coriobacteriaceae
9196,9780,Elevated,2,Multiple Sclerosis,236,Dorea
9197,9781,Elevated,2,Multiple Sclerosis,74,Shigella
9198,9782,Elevated,2,Multiple Sclerosis,53,Parabacteroides
9199,9783,Elevated,2,Multiple Sclerosis,683,Gemmiger
9200,9784,Elevated,352,Neuro-Behcet's disease,53,Parabacteroides
9201,9785,Reduced,352,Neuro-Behcet's disease,55,Lachnospiraceae
9202,9786,Reduced,352,Neuro-Behcet's disease,872,Vampirovibrio
9203,9787,Reduced,353,Miscarriage,1,Lactobacillus
9204,9788,Elevated,182,Human papilloma virus infection,456,Gardnerella vaginalis
9205,9789,Elevated,182,Human papilloma virus infection,412,Eggerthella
9206,9790,Elevated,182,Human papilloma virus infection,321,Atopobium
9207,9791,Elevated,182,Human papilloma virus infection,80,Dialister
9208,9792,Reduced,182,Human papilloma virus infection,233,Bifidobacteriaceae
9209,9793,Reduced,182,Human papilloma virus infection,457,Atopobium vaginae
9210,9801,Elevated,304,Bladder cancer,451,Cupriavidus
9211,9802,Elevated,304,Bladder cancer,405,Brucellaceae
9212,9803,Elevated,304,Bladder cancer,317,Acinetobacter
9213,9804,Elevated,304,Bladder cancer,74,Shigella
9214,9805,Elevated,304,Bladder cancer,312,Sphingomonas
9215,9806,Elevated,304,Bladder cancer,591,Pelomonas
