,disease_name,microbe_scientific_name,relationship_name,disease_mesh_id,disease_mesh_heading
6622,Breast Neoplasms,Trueperaceae,Increased,MESH:D001943,Breast neoplasms
6623,Breast Neoplasms,Verrucomicrobiae,Decreased,MESH:D001943,Breast neoplasms
6624,Breast Neoplasms,Verrucomicrobiae,Decreased,MESH:D001943,Breast neoplasms
6625,Breast Neoplasms,Verrucomicrobiae,Decreased,MESH:D001943,Breast neoplasms
6626,Breast Neoplasms,Verrucomicrobiales,Decreased,MESH:D001943,Breast neoplasms
6627,Breast Neoplasms,Verrucomicrobiales,Decreased,MESH:D001943,Breast neoplasms
6628,Breast Neoplasms,Verrucomicrobiales,Decreased,MESH:D001943,Breast neoplasms
6629,Breast Neoplasms,Xanthomonadaceae,Decreased,MESH:D001943,Breast neoplasms
6630,Breast Neoplasms,Xanthomonadales,Decreased,MESH:D001943,Breast neoplasms
6631,Breast Neoplasms,Xanthomonadales,Decreased,MESH:D001943,Breast neoplasms
6632,Breast Neoplasms,Xanthomonadales,Decreased,MESH:D001943,Breast neoplasms
6633,Breast Neoplasms,Xanthomonadales,Increased,MESH:D001943,Breast neoplasms
6634,Alzheimer Disease,Achromobacter,Decreased,MESH:D000544,Alzheimer Disease
6635,Alzheimer Disease,Acidovorax,Increased,MESH:D000544,Alzheimer Disease
6636,Alzheimer Disease,Acinetobacter,Decreased,MESH:D000544,Alzheimer Disease
6637,Alzheimer Disease,Acinetobacter,Increased,MESH:D000544,Alzheimer Disease
6638,Alzheimer Disease,Acinetobacter baumannii,Decreased,MESH:D000544,Alzheimer Disease
6639,Alzheimer Disease,Actinobacteria,Decreased,MESH:D000544,Alzheimer Disease
6640,Alzheimer Disease,Actinobacteria,Decreased,MESH:D000544,Alzheimer Disease
6641,Alzheimer Disease,Actinobacteria,Increased,MESH:D000544,Alzheimer Disease
6642,Alzheimer Disease,Actinobacteria,Increased,MESH:D000544,Alzheimer Disease
6643,Alzheimer Disease,Akkermansia,Increased,MESH:D000544,Alzheimer Disease
6644,Alzheimer Disease,Alcaligenaceae,Decreased,MESH:D000544,Alzheimer Disease
6645,Alzheimer Disease,Alcaligenaceae,Decreased,MESH:D000544,Alzheimer Disease
6646,Alzheimer Disease,Aliihoeflea,Decreased,MESH:D000544,Alzheimer Disease
6647,Alzheimer Disease,Alistipes,Decreased,MESH:D000544,Alzheimer Disease
6648,Alzheimer Disease,Alloprevotella,Decreased,MESH:D000544,Alzheimer Disease
6649,Alzheimer Disease,Alphaproteobacteria,Decreased,MESH:D000544,Alzheimer Disease
6650,Alzheimer Disease,Bacillales,Increased,MESH:D000544,Alzheimer Disease
6651,Alzheimer Disease,Bacilli,Decreased,MESH:D000544,Alzheimer Disease
6652,Alzheimer Disease,Bacilli,Increased,MESH:D000544,Alzheimer Disease
6653,Alzheimer Disease,Bacteroidaceae,Decreased,MESH:D000544,Alzheimer Disease
6654,Alzheimer Disease,Bacteroidales,Decreased,MESH:D000544,Alzheimer Disease
6655,Alzheimer Disease,Bacteroides,Decreased,MESH:D000544,Alzheimer Disease
6656,Alzheimer Disease,Bacteroides,Decreased,MESH:D000544,Alzheimer Disease
6657,Alzheimer Disease,Bacteroidetes,Decreased,MESH:D000544,Alzheimer Disease
6658,Alzheimer Disease,Bacteroidia,Decreased,MESH:D000544,Alzheimer Disease
6659,Alzheimer Disease,Barnesiella,Decreased,MESH:D000544,Alzheimer Disease
6660,Alzheimer Disease,Betaproteobacteria,Increased,MESH:D000544,Alzheimer Disease
6661,Alzheimer Disease,Betaproteobacteria,Decreased,MESH:D000544,Alzheimer Disease
6662,Alzheimer Disease,Bifidobacteriaceae,Increased,MESH:D000544,Alzheimer Disease
6663,Alzheimer Disease,Bifidobacteriales,Increased,MESH:D000544,Alzheimer Disease
6664,Alzheimer Disease,Bifidobacterium,Increased,MESH:D000544,Alzheimer Disease
6665,Alzheimer Disease,Blautia,Increased,MESH:D000544,Alzheimer Disease
6666,Alzheimer Disease,Brevundimonas,Decreased,MESH:D000544,Alzheimer Disease
6667,Alzheimer Disease,Brucellaceae,Decreased,MESH:D000544,Alzheimer Disease
6668,Alzheimer Disease,Burkholderiales,Increased,MESH:D000544,Alzheimer Disease
6669,Alzheimer Disease,Burkholderiales,Decreased,MESH:D000544,Alzheimer Disease
6670,Alzheimer Disease,Butyricimonas,Decreased,MESH:D000544,Alzheimer Disease
6671,Alzheimer Disease,Candidatus Saccharibacteria,Increased,MESH:D000544,Alzheimer Disease
6672,Alzheimer Disease,Caulobacteraceae,Decreased,MESH:D000544,Alzheimer Disease
6673,Alzheimer Disease,Caulobacterales,Decreased,MESH:D000544,Alzheimer Disease
6674,Alzheimer Disease,Clostridia,Increased,MESH:D000544,Alzheimer Disease
6675,Alzheimer Disease,Clostridiales,Increased,MESH:D000544,Alzheimer Disease
6676,Alzheimer Disease,Comamonadaceae,Increased,MESH:D000544,Alzheimer Disease
6677,Alzheimer Disease,Coriobacteriaceae,Increased,MESH:D000544,Alzheimer Disease
6678,Alzheimer Disease,Coriobacteriales,Increased,MESH:D000544,Alzheimer Disease
6679,Alzheimer Disease,Coriobacteriia,Increased,MESH:D000544,Alzheimer Disease
6680,Alzheimer Disease,Dorea,Increased,MESH:D000544,Alzheimer Disease
6681,Alzheimer Disease,Enterobacter,Decreased,MESH:D000544,Alzheimer Disease
6682,Alzheimer Disease,Erysipelotrichaceae,Increased,MESH:D000544,Alzheimer Disease
6683,Alzheimer Disease,Erysipelotrichales,Increased,MESH:D000544,Alzheimer Disease
6684,Alzheimer Disease,Erysipelotrichia,Increased,MESH:D000544,Alzheimer Disease
6685,Alzheimer Disease,Escherichia,Increased,MESH:D000544,Alzheimer Disease
6686,Alzheimer Disease,Escherichia,Increased,MESH:D000544,Alzheimer Disease
6687,Alzheimer Disease,Escherichia,Increased,MESH:D000544,Alzheimer Disease
6688,Alzheimer Disease,Firmicutes,Increased,MESH:D000544,Alzheimer Disease
6689,Alzheimer Disease,Firmicutes,Increased,MESH:D000544,Alzheimer Disease
6690,Alzheimer Disease,Gammaproteobacteria,Increased,MESH:D000544,Alzheimer Disease
6691,Alzheimer Disease,Glutamicibacter,Increased,MESH:D000544,Alzheimer Disease
6692,Alzheimer Disease,Haemophilus,Decreased,MESH:D000544,Alzheimer Disease
6693,Alzheimer Disease,Halomonadaceae,Decreased,MESH:D000544,Alzheimer Disease
6694,Alzheimer Disease,Halomonas,Decreased,MESH:D000544,Alzheimer Disease
6695,Alzheimer Disease,Hyphomicrobiaceae,Increased,MESH:D000544,Alzheimer Disease
6696,Alzheimer Disease,Lachnospiraceae,Increased,MESH:D000544,Alzheimer Disease
6697,Alzheimer Disease,Lactobacillaceae,Increased,MESH:D000544,Alzheimer Disease
6698,Alzheimer Disease,Lactobacillales,Increased,MESH:D000544,Alzheimer Disease
6699,Alzheimer Disease,Lactobacillus,Increased,MESH:D000544,Alzheimer Disease
6700,Alzheimer Disease,Lactobacillus,Increased,MESH:D000544,Alzheimer Disease
6701,Alzheimer Disease,Leucobacter,Decreased,MESH:D000544,Alzheimer Disease
6702,Alzheimer Disease,Methylobacterium,Decreased,MESH:D000544,Alzheimer Disease
6703,Alzheimer Disease,Microbacteriaceae,Decreased,MESH:D000544,Alzheimer Disease
6704,Alzheimer Disease,Micrococcales,Decreased,MESH:D000544,Alzheimer Disease
6705,Alzheimer Disease,Moraxellaceae,Decreased,MESH:D000544,Alzheimer Disease
6706,Alzheimer Disease,Nesterenkonia,Decreased,MESH:D000544,Alzheimer Disease
6707,Alzheimer Disease,Oceanospirillales,Decreased,MESH:D000544,Alzheimer Disease
6708,Alzheimer Disease,Ochrobactrum,Decreased,MESH:D000544,Alzheimer Disease
6709,Alzheimer Disease,Oxalobacteraceae,Decreased,MESH:D000544,Alzheimer Disease
6710,Alzheimer Disease,Pannonibacter,Decreased,MESH:D000544,Alzheimer Disease
6711,Alzheimer Disease,Parabacteroides,Decreased,MESH:D000544,Alzheimer Disease
6712,Alzheimer Disease,Paraprevotella,Decreased,MESH:D000544,Alzheimer Disease
6713,Alzheimer Disease,Pasteurellaceae,Decreased,MESH:D000544,Alzheimer Disease
6714,Alzheimer Disease,Pasteurellales,Decreased,MESH:D000544,Alzheimer Disease
6715,Alzheimer Disease,Pelagibacterium,Increased,MESH:D000544,Alzheimer Disease
6716,Alzheimer Disease,Phyllobacteriaceae,Decreased,MESH:D000544,Alzheimer Disease
6717,Alzheimer Disease,Porphyromonadaceae,Decreased,MESH:D000544,Alzheimer Disease
6718,Alzheimer Disease,Prevotella,Decreased,MESH:D000544,Alzheimer Disease
6719,Alzheimer Disease,Prevotellaceae,Decreased,MESH:D000544,Alzheimer Disease
6720,Alzheimer Disease,Propionibacteriaceae,Increased,MESH:D000544,Alzheimer Disease
6721,Alzheimer Disease,Propionibacteriales,Increased,MESH:D000544,Alzheimer Disease
6722,Alzheimer Disease,Propionibacterium,Increased,MESH:D000544,Alzheimer Disease
6723,Alzheimer Disease,Pseudomonadaceae,Increased,MESH:D000544,Alzheimer Disease
6724,Alzheimer Disease,Pseudomonadales,Increased,MESH:D000544,Alzheimer Disease
6725,Alzheimer Disease,Pseudomonas,Increased,MESH:D000544,Alzheimer Disease
6726,Alzheimer Disease,Rhizobiales,Decreased,MESH:D000544,Alzheimer Disease
6727,Alzheimer Disease,Rhodobacteraceae,Decreased,MESH:D000544,Alzheimer Disease
6728,Alzheimer Disease,Rhodobacterales,Decreased,MESH:D000544,Alzheimer Disease
6729,Alzheimer Disease,Rhodospirillaceae,Decreased,MESH:D000544,Alzheimer Disease
6730,Alzheimer Disease,Rhodospirillales,Decreased,MESH:D000544,Alzheimer Disease
6731,Alzheimer Disease,Rikenellaceae,Decreased,MESH:D000544,Alzheimer Disease
6732,Alzheimer Disease,Serratia,Decreased,MESH:D000544,Alzheimer Disease
6733,Alzheimer Disease,Sphingobacteriales,Increased,MESH:D000544,Alzheimer Disease
6734,Alzheimer Disease,Sphingobacteriia,Increased,MESH:D000544,Alzheimer Disease
6735,Alzheimer Disease,Sphingomonadaceae,Increased,MESH:D000544,Alzheimer Disease
6736,Alzheimer Disease,Staphylococcaceae,Increased,MESH:D000544,Alzheimer Disease
6737,Alzheimer Disease,Staphylococcus,Increased,MESH:D000544,Alzheimer Disease
6738,Alzheimer Disease,Stenotrophomonas,Increased,MESH:D000544,Alzheimer Disease
6739,Alzheimer Disease,Streptococcaceae,Increased,MESH:D000544,Alzheimer Disease
6740,Alzheimer Disease,Streptococcus,Increased,MESH:D000544,Alzheimer Disease
6741,Alzheimer Disease,Succinivibrio,Decreased,MESH:D000544,Alzheimer Disease
6742,Alzheimer Disease,Sulfuritalea,Increased,MESH:D000544,Alzheimer Disease
6743,Alzheimer Disease,Sutterella,Decreased,MESH:D000544,Alzheimer Disease
6744,Alzheimer Disease,Verrucomicrobia,Increased,MESH:D000544,Alzheimer Disease
6745,Alzheimer Disease,Verrucomicrobiaceae,Increased,MESH:D000544,Alzheimer Disease
6746,Alzheimer Disease,Verrucomicrobiae,Increased,MESH:D000544,Alzheimer Disease
6747,Alzheimer Disease,Verrucomicrobiales,Increased,MESH:D000544,Alzheimer Disease
6748,Alzheimer Disease,Vibrionimonas,Increased,MESH:D000544,Alzheimer Disease
6749,Alzheimer Disease,Xanthomonadaceae,Increased,MESH:D000544,Alzheimer Disease
6750,Colorectal Neoplasms,Enterococcus faecalis,Increased,MESH:D015179,Colorectal neoplasms
6751,Colorectal Neoplasms,Enterococcus faecalis,Increased,MESH:D015179,Colorectal neoplasms
6752,Stomach Neoplasms,Akkermansia,Increased,MESH:D013274,Stomach neoplasms
6753,Stomach Neoplasms,Bacteroidaceae,Decreased,MESH:D013274,Stomach neoplasms
6754,Stomach Neoplasms,Bacteroidales,Decreased,MESH:D013274,Stomach neoplasms
6755,Stomach Neoplasms,Bacteroides,Decreased,MESH:D013274,Stomach neoplasms
6756,Stomach Neoplasms,Bacteroidetes,Decreased,MESH:D013274,Stomach neoplasms
6757,Stomach Neoplasms,Bacteroidia,Decreased,MESH:D013274,Stomach neoplasms
6758,Stomach Neoplasms,Candidatus Saccharibacteria,Increased,MESH:D013274,Stomach neoplasms
6759,Stomach Neoplasms,Dialister,Increased,MESH:D013274,Stomach neoplasms
6760,Stomach Neoplasms,Enterobacterales,Increased,MESH:D013274,Stomach neoplasms
6761,Stomach Neoplasms,Enterobacteriaceae,Increased,MESH:D013274,Stomach neoplasms
6762,Stomach Neoplasms,Gammaproteobacteria,Increased,MESH:D013274,Stomach neoplasms
6763,Stomach Neoplasms,Klebsiella,Decreased,MESH:D013274,Stomach neoplasms
6764,Stomach Neoplasms,Lachnospiraceae,Decreased,MESH:D013274,Stomach neoplasms
6765,Stomach Neoplasms,Lactobacillaceae,Increased,MESH:D013274,Stomach neoplasms
6766,Stomach Neoplasms,Lactobacillus,Increased,MESH:D013274,Stomach neoplasms
6767,Stomach Neoplasms,Negativicutes,Increased,MESH:D013274,Stomach neoplasms
6768,Stomach Neoplasms,Prevotellaceae,Increased,MESH:D013274,Stomach neoplasms
6769,Stomach Neoplasms,Proteobacteria,Increased,MESH:D013274,Stomach neoplasms
6770,Stomach Neoplasms,Selenomonadales,Increased,MESH:D013274,Stomach neoplasms
6771,Stomach Neoplasms,Synergistetes,Decreased,MESH:D013274,Stomach neoplasms
6772,Stomach Neoplasms,Veillonella,Increased,MESH:D013274,Stomach neoplasms
6773,Stomach Neoplasms,Veillonellaceae,Increased,MESH:D013274,Stomach neoplasms
6774,Stomach Neoplasms,Verrucomicrobia,Increased,MESH:D013274,Stomach neoplasms
6775,Stomach Neoplasms,Verrucomicrobiaceae,Increased,MESH:D013274,Stomach neoplasms
6776,Stomach Neoplasms,Verrucomicrobiae,Increased,MESH:D013274,Stomach neoplasms
6777,Stomach Neoplasms,Verrucomicrobiales,Increased,MESH:D013274,Stomach neoplasms
6778,Colorectal Neoplasms,Bacteroides fragilis,Increased,MESH:D015179,Colorectal neoplasms
6779,Lung Neoplasms,Achromobacter,Decreased,MESH:D008175,Lung neoplasms
6780,Lung Neoplasms,Acinetobacter,Increased,MESH:D008175,Lung neoplasms
6781,Lung Neoplasms,Actinobacillus,Decreased,MESH:D008175,Lung neoplasms
6782,Lung Neoplasms,Actinomyces,Increased,MESH:D008175,Lung neoplasms
6783,Lung Neoplasms,Aggregatibacter,Decreased,MESH:D008175,Lung neoplasms
6784,Lung Neoplasms,Brevundimonas,Increased,MESH:D008175,Lung neoplasms
6785,Lung Neoplasms,Burkholderia,Decreased,MESH:D008175,Lung neoplasms
6786,Lung Neoplasms,Butyrivibrio,Decreased,MESH:D008175,Lung neoplasms
6787,Lung Neoplasms,Campylobacter,Increased,MESH:D008175,Lung neoplasms
6788,Lung Neoplasms,Capnocytophaga,Decreased,MESH:D008175,Lung neoplasms
6789,Lung Neoplasms,Clostridium,Increased,MESH:D008175,Lung neoplasms
6790,Lung Neoplasms,Congregibacter,Increased,MESH:D008175,Lung neoplasms
6791,Lung Neoplasms,Enterobacter,Decreased,MESH:D008175,Lung neoplasms
6792,Lung Neoplasms,Fluviicola,Increased,MESH:D008175,Lung neoplasms
6793,Lung Neoplasms,Gemmatimonas,Decreased,MESH:D008175,Lung neoplasms
6794,Lung Neoplasms,Klebsiella,Decreased,MESH:D008175,Lung neoplasms
6795,Lung Neoplasms,Kluyvera,Decreased,MESH:D008175,Lung neoplasms
6796,Lung Neoplasms,Lautropia,Decreased,MESH:D008175,Lung neoplasms
6797,Lung Neoplasms,Megasphaera,Decreased,MESH:D008175,Lung neoplasms
6798,Lung Neoplasms,Mesorhizobium,Increased,MESH:D008175,Lung neoplasms
6799,Lung Neoplasms,Microbacterium,Increased,MESH:D008175,Lung neoplasms
6800,Lung Neoplasms,Moraxella,Decreased,MESH:D008175,Lung neoplasms
6801,Lung Neoplasms,Morganella,Decreased,MESH:D008175,Lung neoplasms
6802,Lung Neoplasms,Mycobacterium,Increased,MESH:D008175,Lung neoplasms
6803,Lung Neoplasms,Phenylobacterium,Increased,MESH:D008175,Lung neoplasms
6804,Lung Neoplasms,Propionibacterium,Increased,MESH:D008175,Lung neoplasms
6805,Lung Neoplasms,Rothia,Decreased,MESH:D008175,Lung neoplasms
6806,Lung Neoplasms,Scardovia,Decreased,MESH:D008175,Lung neoplasms
6807,Lung Neoplasms,Selenomonas,Decreased,MESH:D008175,Lung neoplasms
6808,Lung Neoplasms,Serratia,Decreased,MESH:D008175,Lung neoplasms
6809,Lung Neoplasms,Shuttleworthia,Decreased,MESH:D008175,Lung neoplasms
6810,Lung Neoplasms,Simonsiella,Increased,MESH:D008175,Lung neoplasms
6811,Lung Neoplasms,Sphingomonas,Increased,MESH:D008175,Lung neoplasms
6812,Lung Neoplasms,Staphylococcus,Increased,MESH:D008175,Lung neoplasms
6813,Lung Neoplasms,Streptococcus,Increased,MESH:D008175,Lung neoplasms
6814,Lung Neoplasms,Tannerella,Increased,MESH:D008175,Lung neoplasms
6815,Lung Neoplasms,Veillonella,Increased,MESH:D008175,Lung neoplasms
6816,Uterine Cervical Neoplasms,Alistipes,Decreased,MESH:D002583,Uterine Cervical neoplasms
6817,Uterine Cervical Neoplasms,Anaerostipes,Decreased,MESH:D002583,Uterine Cervical neoplasms
6818,Uterine Cervical Neoplasms,Bacteroides,Decreased,MESH:D002583,Uterine Cervical neoplasms
6819,Uterine Cervical Neoplasms,Blautia,Decreased,MESH:D002583,Uterine Cervical neoplasms
6820,Uterine Cervical Neoplasms,Butyricimonas,Decreased,MESH:D002583,Uterine Cervical neoplasms
6821,Uterine Cervical Neoplasms,Dialister,Increased,MESH:D002583,Uterine Cervical neoplasms
6822,Uterine Cervical Neoplasms,Enterobacter,Decreased,MESH:D002583,Uterine Cervical neoplasms
6823,Uterine Cervical Neoplasms,Erysipelatoclostridium,Increased,MESH:D002583,Uterine Cervical neoplasms
6824,Uterine Cervical Neoplasms,Flavonifractor,Increased,MESH:D002583,Uterine Cervical neoplasms
6825,Uterine Cervical Neoplasms,Fusicatenibacter,Decreased,MESH:D002583,Uterine Cervical neoplasms
6826,Uterine Cervical Neoplasms,Intestinibacter,Decreased,MESH:D002583,Uterine Cervical neoplasms
6827,Uterine Cervical Neoplasms,Lachnoclostridium,Increased,MESH:D002583,Uterine Cervical neoplasms
6828,Uterine Cervical Neoplasms,Moryella,Increased,MESH:D002583,Uterine Cervical neoplasms
6829,Uterine Cervical Neoplasms,Oscillibacter,Increased,MESH:D002583,Uterine Cervical neoplasms
6830,Colorectal Neoplasms,Blautia producta,Decreased,MESH:D015179,Colorectal neoplasms
6831,Uterine Cervical Neoplasms,Parabacteroides,Decreased,MESH:D002583,Uterine Cervical neoplasms
6832,Uterine Cervical Neoplasms,Porphyromonas,Increased,MESH:D002583,Uterine Cervical neoplasms
6833,Uterine Cervical Neoplasms,Prevotella,Increased,MESH:D002583,Uterine Cervical neoplasms
6834,Uterine Cervical Neoplasms,Romboutsia,Decreased,MESH:D002583,Uterine Cervical neoplasms
6835,Uterine Cervical Neoplasms,Shigella,Decreased,MESH:D002583,Uterine Cervical neoplasms
6836,Uterine Cervical Neoplasms,Streptococcus,Increased,MESH:D002583,Uterine Cervical neoplasms
6837,Uterine Cervical Neoplasms,Sutterella,Increased,MESH:D002583,Uterine Cervical neoplasms
6838,Crohn Disease,Firmicutes,Decreased,MESH:D003424,Crohn Disease
6839,Ulcerative Colitis,Firmicutes,Decreased,MESH:D003093,Ulcerative Colitis
6840,Crohn Disease,Proteobacteria,Increased,MESH:D003424,Crohn Disease
6841,Crohn Disease,Verrucomicrobia,Increased,MESH:D003424,Crohn Disease
6842,Stomach Neoplasms,Cutibacterium acnes,Increased,MESH:D013274,Stomach neoplasms
6843,Stomach Neoplasms,Helicobacter,Increased,MESH:D013274,Stomach neoplasms
6844,Stomach Neoplasms,Helicobacter pylori,Increased,MESH:D013274,Stomach neoplasms
6845,Stomach Neoplasms,Helicobacteraceae,Increased,MESH:D013274,Stomach neoplasms
6846,Stomach Neoplasms,Lactococcus,Decreased,MESH:D013274,Stomach neoplasms
6847,Stomach Neoplasms,Lactococcus lactis,Decreased,MESH:D013274,Stomach neoplasms
6848,Stomach Neoplasms,Prevotella,Decreased,MESH:D013274,Stomach neoplasms
6849,Stomach Neoplasms,Prevotella copri,Increased,MESH:D013274,Stomach neoplasms
6850,Stomach Neoplasms,Prevotellaceae,Increased,MESH:D013274,Stomach neoplasms
6851,Stomach Neoplasms,Propionibacteriaceae,Increased,MESH:D013274,Stomach neoplasms
6852,Stomach Neoplasms,Propionibacterium,Increased,MESH:D013274,Stomach neoplasms
6853,Parkinson Disease,Akkermansia,Present,MESH:D010300,Parkinson Disease
6854,Parkinson Disease,Firmicutes,Increased,MESH:D010300,Parkinson Disease
6855,Parkinson Disease,Verrucomicrobiaceae,Present,MESH:D010300,Parkinson Disease
6856,Colorectal Neoplasms,Acinetobacter,Decreased,MESH:D015179,Colorectal neoplasms
6857,Colorectal Neoplasms,Bacilli,Increased,MESH:D015179,Colorectal neoplasms
6858,Colorectal Neoplasms,Bacteroidaceae,Increased,MESH:D015179,Colorectal neoplasms
6859,Colorectal Neoplasms,Bacteroides,Increased,MESH:D015179,Colorectal neoplasms
6860,Colorectal Neoplasms,Betaproteobacteria,Decreased,MESH:D015179,Colorectal neoplasms
6861,Colorectal Neoplasms,Burkholderiales,Decreased,MESH:D015179,Colorectal neoplasms
6862,Colorectal Neoplasms,Enterobacterales,Increased,MESH:D015179,Colorectal neoplasms
6863,Colorectal Neoplasms,Enterobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
6864,Colorectal Neoplasms,Enterococcaceae,Increased,MESH:D015179,Colorectal neoplasms
6865,Colorectal Neoplasms,Enterococcus,Increased,MESH:D015179,Colorectal neoplasms
6866,Colorectal Neoplasms,Firmicutes,Increased,MESH:D015179,Colorectal neoplasms
6867,Colorectal Neoplasms,Fusobacteria,Increased,MESH:D015179,Colorectal neoplasms
6868,Colorectal Neoplasms,Fusobacteriales,Increased,MESH:D015179,Colorectal neoplasms
6869,Colorectal Neoplasms,Fusobacteriia,Increased,MESH:D015179,Colorectal neoplasms
6870,Colorectal Neoplasms,Gammaproteobacteria,Decreased,MESH:D015179,Colorectal neoplasms
6871,Colorectal Neoplasms,Haemophilus,Decreased,MESH:D015179,Colorectal neoplasms
6872,Colorectal Neoplasms,Lachnospiraceae,Increased,MESH:D015179,Colorectal neoplasms
6873,Colorectal Neoplasms,Lactobacillales,Increased,MESH:D015179,Colorectal neoplasms
6874,Colorectal Neoplasms,Moraxellaceae,Decreased,MESH:D015179,Colorectal neoplasms
6875,Colorectal Neoplasms,Pasteurellaceae,Decreased,MESH:D015179,Colorectal neoplasms
6876,Colorectal Neoplasms,Pasteurellales,Decreased,MESH:D015179,Colorectal neoplasms
6877,Colorectal Neoplasms,Porphyromonadaceae,Increased,MESH:D015179,Colorectal neoplasms
6878,Colorectal Neoplasms,Porphyromonas,Increased,MESH:D015179,Colorectal neoplasms
6879,Colorectal Neoplasms,Prevotella,Decreased,MESH:D015179,Colorectal neoplasms
6880,Colorectal Neoplasms,Prevotellaceae,Decreased,MESH:D015179,Colorectal neoplasms
6881,Colorectal Neoplasms,Proteobacteria,Decreased,MESH:D015179,Colorectal neoplasms
6882,Colorectal Neoplasms,Pseudomonadaceae,Decreased,MESH:D015179,Colorectal neoplasms
6883,Colorectal Neoplasms,Pseudomonadales,Decreased,MESH:D015179,Colorectal neoplasms
6884,Colorectal Neoplasms,Pseudomonas,Decreased,MESH:D015179,Colorectal neoplasms
6885,Colorectal Neoplasms,Ruminococcaceae,Increased,MESH:D015179,Colorectal neoplasms
6886,Colorectal Neoplasms,Ruminococcus,Increased,MESH:D015179,Colorectal neoplasms
6887,Colorectal Neoplasms,Clostridiales bacterium,Decreased,MESH:D015179,Colorectal neoplasms
6888,Colorectal Neoplasms,Fusobacterium,Increased,MESH:D015179,Colorectal neoplasms
6889,Colorectal Neoplasms,Fusobacterium nucleatum subsp. vincentii,Increased,MESH:D015179,Colorectal neoplasms
6890,Colorectal Neoplasms,Fusobacterium sp. oral taxon 203,Increased,MESH:D015179,Colorectal neoplasms
6891,Colorectal Neoplasms,Oribacterium parvum,Decreased,MESH:D015179,Colorectal neoplasms
6892,Stomach Neoplasms,[Ruminococcus] gnavus,Decreased,MESH:D013274,Stomach neoplasms
6893,Colorectal Neoplasms,Actinobacteria,Decreased,MESH:D015179,Colorectal neoplasms
6894,Esophageal Neoplasms,Actinobacteria,Increased,MESH:D004938,Esophageal neoplasms
6895,Stomach Neoplasms,Actinobacteria,Decreased,MESH:D013274,Stomach neoplasms
6896,Esophageal Neoplasms,Akkermansia,Decreased,MESH:D004938,Esophageal neoplasms
6897,Stomach Neoplasms,Alcaligenaceae,Increased,MESH:D013274,Stomach neoplasms
6898,Colorectal Neoplasms,Anaerostipes,Increased,MESH:D015179,Colorectal neoplasms
6899,Colorectal Neoplasms,Asteroleplasma,Increased,MESH:D015179,Colorectal neoplasms
6900,Stomach Neoplasms,Bacilli,Increased,MESH:D013274,Stomach neoplasms
6901,Colorectal Neoplasms,Bacteroidales,Decreased,MESH:D015179,Colorectal neoplasms
6902,Colorectal Neoplasms,Bacteroidetes,Decreased,MESH:D015179,Colorectal neoplasms
6903,Colorectal Neoplasms,Bacteroidia,Decreased,MESH:D015179,Colorectal neoplasms
6904,Stomach Neoplasms,Betaproteobacteria,Increased,MESH:D013274,Stomach neoplasms
6905,Colorectal Neoplasms,Bifidobacteriaceae,Decreased,MESH:D015179,Colorectal neoplasms
6906,Esophageal Neoplasms,Bifidobacteriaceae,Increased,MESH:D004938,Esophageal neoplasms
6907,Stomach Neoplasms,Bifidobacteriaceae,Decreased,MESH:D013274,Stomach neoplasms
6908,Colorectal Neoplasms,Bifidobacteriales,Decreased,MESH:D015179,Colorectal neoplasms
6909,Esophageal Neoplasms,Bifidobacteriales,Increased,MESH:D004938,Esophageal neoplasms
6910,Stomach Neoplasms,Bifidobacteriales,Decreased,MESH:D013274,Stomach neoplasms
6911,Colorectal Neoplasms,Bifidobacterium,Decreased,MESH:D015179,Colorectal neoplasms
6912,Esophageal Neoplasms,Bifidobacterium,Increased,MESH:D004938,Esophageal neoplasms
6913,Stomach Neoplasms,Bifidobacterium,Decreased,MESH:D013274,Stomach neoplasms
6914,Colorectal Neoplasms,Bifidobacterium adolescentis,Decreased,MESH:D015179,Colorectal neoplasms
6915,Esophageal Neoplasms,Bifidobacterium adolescentis,Decreased,MESH:D004938,Esophageal neoplasms
6916,Stomach Neoplasms,Bifidobacterium adolescentis,Decreased,MESH:D013274,Stomach neoplasms
6917,Colorectal Neoplasms,Bifidobacterium breve,Decreased,MESH:D015179,Colorectal neoplasms
6918,Esophageal Neoplasms,Bifidobacterium breve,Decreased,MESH:D004938,Esophageal neoplasms
6919,Stomach Neoplasms,Bifidobacterium breve,Decreased,MESH:D013274,Stomach neoplasms
6920,Colorectal Neoplasms,Blautia,Decreased,MESH:D015179,Colorectal neoplasms
6921,Esophageal Neoplasms,Blautia,Increased,MESH:D004938,Esophageal neoplasms
6922,Stomach Neoplasms,Blautia,Decreased,MESH:D013274,Stomach neoplasms
6923,Colorectal Neoplasms,Blautia obeum,Decreased,MESH:D015179,Colorectal neoplasms
6924,Stomach Neoplasms,Blautia obeum,Decreased,MESH:D013274,Stomach neoplasms
6925,Stomach Neoplasms,Blautia producta,Decreased,MESH:D013274,Stomach neoplasms
6926,Stomach Neoplasms,Burkholderiales,Increased,MESH:D013274,Stomach neoplasms
6927,Colorectal Neoplasms,Campylobacter,Increased,MESH:D015179,Colorectal neoplasms
6928,Colorectal Neoplasms,Campylobacteraceae,Increased,MESH:D015179,Colorectal neoplasms
