,MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
32037,Psychomotor Agitation,"Diabetes Mellitus, Type 1",1.0,2.2425601797093533
33096,Tremor,"Diabetes Mellitus, Type 1",6.0,10.436116720969512
33769,"Gait Disorders, Neurologic","Diabetes Mellitus, Type 1",1.0,1.744765519935002
34481,Apraxias,"Diabetes Mellitus, Type 1",1.0,2.3837740685058924
34767,Catatonia,"Diabetes Mellitus, Type 1",1.0,2.701906514481101
34963,Communication Disorders,"Diabetes Mellitus, Type 1",1.0,0.988522513781985
35319,Language Disorders,"Diabetes Mellitus, Type 1",1.0,1.077736662516169
35658,Anomia,"Diabetes Mellitus, Type 1",1.0,3.420099726967134
35867,Dyslexia,"Diabetes Mellitus, Type 1",2.0,5.354944978287638
37154,Speech Disorders,"Diabetes Mellitus, Type 1",3.0,3.4587496830720124
37834,Aphasia,"Diabetes Mellitus, Type 1",8.0,14.485294516264268
38088,"Aphasia, Broca","Diabetes Mellitus, Type 1",3.0,9.332734347883168
39011,Dysarthria,"Diabetes Mellitus, Type 1",2.0,4.053170235747513
40037,Learning Disorders,"Diabetes Mellitus, Type 1",15.0,26.029685659368702
40808,Confusion,"Diabetes Mellitus, Type 1",9.0,13.580533901492954
41332,Delirium,"Diabetes Mellitus, Type 1",2.0,4.16791029906543
42005,Consciousness Disorders,"Diabetes Mellitus, Type 1",3.0,2.631387828673118
42660,Unconsciousness,"Diabetes Mellitus, Type 1",8.0,7.423782633645173
43742,Coma,"Diabetes Mellitus, Type 1",17.0,22.305441818335115
44099,Persistent Vegetative State,"Diabetes Mellitus, Type 1",1.0,3.095079984077709
44940,Syncope,"Diabetes Mellitus, Type 1",5.0,7.454457137648761
45231,"Syncope, Vasovagal","Diabetes Mellitus, Type 1",1.0,3.1825674382008247
46057,Memory Disorders,"Diabetes Mellitus, Type 1",12.0,17.615971291966794
46553,Amnesia,"Diabetes Mellitus, Type 1",2.0,4.342972284037155
48452,Mental Retardation,"Diabetes Mellitus, Type 1",29.0,26.257953838108715
49121,Perceptual Disorders,"Diabetes Mellitus, Type 1",4.0,5.544229464856687
49808,Auditory Perceptual Disorders,"Diabetes Mellitus, Type 1",2.0,6.286693450095087
50447,Hallucinations,"Diabetes Mellitus, Type 1",4.0,6.893152737297781
51678,Psychomotor Disorders,"Diabetes Mellitus, Type 1",2.0,2.663281983274219
52453,Muscle Cramp,"Diabetes Mellitus, Type 1",1.0,2.2425601797093533
53127,Muscle Rigidity,"Diabetes Mellitus, Type 1",3.0,7.205798410553291
53832,Muscle Spasticity,"Diabetes Mellitus, Type 1",1.0,1.7272802055939829
54627,Muscle Hypotonia,"Diabetes Mellitus, Type 1",2.0,3.3130222694115505
56086,Muscle Weakness,"Diabetes Mellitus, Type 1",12.0,11.915892980434345
57125,Muscular Atrophy,"Diabetes Mellitus, Type 1",7.0,10.225752387156795
57568,Myotonia,"Diabetes Mellitus, Type 1",1.0,3.0540485873998464
58327,Spasm,"Diabetes Mellitus, Type 1",2.0,2.734554943125151
58625,Hemifacial Spasm,"Diabetes Mellitus, Type 1",1.0,3.241407938223758
61585,Pain,"Diabetes Mellitus, Type 1",73.0,24.045229730044028
62890,Back Pain,"Diabetes Mellitus, Type 1",1.0,1.1469285191793817
66025,Headache,"Diabetes Mellitus, Type 1",9.0,7.961078292407016
67506,Neuralgia,"Diabetes Mellitus, Type 1",3.0,4.614942318244077
68635,"Pain, Intractable","Diabetes Mellitus, Type 1",3.0,5.978950113980964
70087,Paralysis,"Diabetes Mellitus, Type 1",16.0,7.751542039725574
71294,Facial Paralysis,"Diabetes Mellitus, Type 1",2.0,2.714193823260916
71544,Gastroparesis,"Diabetes Mellitus, Type 1",74.0,244.0148079607353
72570,Hemiplegia,"Diabetes Mellitus, Type 1",17.0,22.008750169164276
73646,Ophthalmoplegia,"Diabetes Mellitus, Type 1",7.0,9.308930884281578
76317,Quadriplegia,"Diabetes Mellitus, Type 1",6.0,8.214838016961842
77341,Vocal Cord Paralysis,"Diabetes Mellitus, Type 1",3.0,5.963338630355883
78324,Paresis,"Diabetes Mellitus, Type 1",8.0,10.301886270663644
79751,Psychophysiologic Disorders,"Diabetes Mellitus, Type 1",27.0,40.02765212214391
80183,Pupil Disorders,"Diabetes Mellitus, Type 1",7.0,12.222863053768236
81886,"Reflex, Abnormal","Diabetes Mellitus, Type 1",13.0,18.2927022590611
83685,Seizures,"Diabetes Mellitus, Type 1",46.0,38.87767857398504
84650,Sensation Disorders,"Diabetes Mellitus, Type 1",7.0,2.4032533299014776
85728,Dizziness,"Diabetes Mellitus, Type 1",2.0,2.6849428448229578
86643,Hearing Disorders,"Diabetes Mellitus, Type 1",22.0,16.17036464904505
87520,Hearing Loss,"Diabetes Mellitus, Type 1",11.0,8.839055990851122
88709,Deafness,"Diabetes Mellitus, Type 1",61.0,74.94015694679793
89274,"Hearing Loss, Bilateral","Diabetes Mellitus, Type 1",2.0,4.423577042085199
89997,"Hearing Loss, High-Frequency","Diabetes Mellitus, Type 1",6.0,18.633638382388177
91141,"Hearing Loss, Sensorineural","Diabetes Mellitus, Type 1",27.0,32.80110823253596
91567,"Hearing Loss, Noise-Induced","Diabetes Mellitus, Type 1",1.0,3.19406181762656
91694,Presbycusis,"Diabetes Mellitus, Type 1",1.0,3.693393061966815
92030,"Hearing Loss, Sudden","Diabetes Mellitus, Type 1",1.0,2.5853020293441618
92758,Tinnitus,"Diabetes Mellitus, Type 1",1.0,1.974033622547326
93198,Olfaction Disorders,"Diabetes Mellitus, Type 1",5.0,11.441151082712707
93933,Hyperalgesia,"Diabetes Mellitus, Type 1",7.0,16.75877054485588
94241,Hyperesthesia,"Diabetes Mellitus, Type 1",2.0,5.389728463711376
94928,Hypesthesia,"Diabetes Mellitus, Type 1",2.0,3.443922088232765
95964,Paresthesia,"Diabetes Mellitus, Type 1",9.0,12.222163315348007
96388,Taste Disorders,"Diabetes Mellitus, Type 1",7.0,16.63264100633713
98088,Vision Disorders,"Diabetes Mellitus, Type 1",47.0,31.18400329779173
98607,Amblyopia,"Diabetes Mellitus, Type 1",1.0,2.5635282297946014
99799,Blindness,"Diabetes Mellitus, Type 1",63.0,69.18271636562683
100601,Color Vision Defects,"Diabetes Mellitus, Type 1",24.0,61.59863751196822
101368,Diplopia,"Diabetes Mellitus, Type 1",5.0,8.220826494417379
101940,Hemianopsia,"Diabetes Mellitus, Type 1",1.0,2.082052199386629
102583,Scotoma,"Diabetes Mellitus, Type 1",1.0,2.3812066730006465
103017,"Vision, Low","Diabetes Mellitus, Type 1",4.0,9.024174120186562
103786,Sleep Disorders,"Diabetes Mellitus, Type 1",8.0,11.943991278954536
104192,Sleep Deprivation,"Diabetes Mellitus, Type 1",2.0,5.151824577988646
104738,"Urinary Bladder, Neurogenic","Diabetes Mellitus, Type 1",15.0,31.17385692627116
105521,Vertigo,"Diabetes Mellitus, Type 1",1.0,1.5962519431875786
107311,Oral Manifestations,"Diabetes Mellitus, Type 1",8.0,14.92621026278326
109060,Abdominal Pain,"Diabetes Mellitus, Type 1",18.0,15.272706206653345
110146,"Abdomen, Acute","Diabetes Mellitus, Type 1",8.0,11.500801043836228
111504,Arthralgia,"Diabetes Mellitus, Type 1",2.0,2.9546000006524262
112867,Chest Pain,"Diabetes Mellitus, Type 1",5.0,5.497804151782463
113732,Angina Pectoris,"Diabetes Mellitus, Type 1",19.0,27.60098408112629
114139,Acute Coronary Syndrome,"Diabetes Mellitus, Type 1",4.0,10.39184170486434
114525,"Angina, Unstable","Diabetes Mellitus, Type 1",4.0,8.970240718837413
115521,Glossalgia,"Diabetes Mellitus, Type 1",1.0,4.016620071838007
116179,"Pain, Postoperative","Diabetes Mellitus, Type 1",2.0,3.3557106445329192
116965,Dysmenorrhea,"Diabetes Mellitus, Type 1",1.0,2.760104753724089
117104,Pseudophakia,"Diabetes Mellitus, Type 1",1.0,3.752233561989749
117758,Anorexia,"Diabetes Mellitus, Type 1",3.0,5.475781841862559
118598,Constipation,"Diabetes Mellitus, Type 1",8.0,12.751323948212471
120167,Diarrhea,"Diabetes Mellitus, Type 1",57.0,52.621723471691695
120762,"Diarrhea, Infantile","Diabetes Mellitus, Type 1",5.0,11.406226610102957
121255,Dyspepsia,"Diabetes Mellitus, Type 1",20.0,41.64104398773258
121783,Gagging,"Diabetes Mellitus, Type 1",1.0,3.73223289528308
121948,Halitosis,"Diabetes Mellitus, Type 1",1.0,3.241407938223758
122497,Hyperphagia,"Diabetes Mellitus, Type 1",14.0,33.590457921211694
122735,Bulimia,"Diabetes Mellitus, Type 1",37.0,102.26271282367766
123972,Nausea,"Diabetes Mellitus, Type 1",16.0,18.22004918662624
125712,Vomiting,"Diabetes Mellitus, Type 1",39.0,32.89699395159011
126420,Hematemesis,"Diabetes Mellitus, Type 1",1.0,2.0858617278032967
126699,Hyperemesis Gravidarum,"Diabetes Mellitus, Type 1",2.0,5.750165476905728
128083,Anoxia,"Diabetes Mellitus, Type 1",20.0,20.0397714341494
128539,Fetal Hypoxia,"Diabetes Mellitus, Type 1",6.0,16.405351834417612
129121,Apnea,"Diabetes Mellitus, Type 1",3.0,5.62966172502521
130329,Cough,"Diabetes Mellitus, Type 1",6.0,7.888374906577994
131806,Dyspnea,"Diabetes Mellitus, Type 1",5.0,5.026108407698086
132794,Hemoptysis,"Diabetes Mellitus, Type 1",2.0,3.394148727073833
133310,Hypercapnia,"Diabetes Mellitus, Type 1",4.0,8.443935287682537
133585,Hyperoxia,"Diabetes Mellitus, Type 1",3.0,8.847572131819756
134031,Hyperventilation,"Diabetes Mellitus, Type 1",8.0,16.84104117335339
134257,Hypocapnia,"Diabetes Mellitus, Type 1",1.0,3.3706196697037645
135517,Respiratory Sounds,"Diabetes Mellitus, Type 1",1.0,1.6392693282712694
136745,Skin Manifestations,"Diabetes Mellitus, Type 1",5.0,3.061786090507788
138200,Jaundice,"Diabetes Mellitus, Type 1",1.0,1.45471177095225
139699,Pruritus,"Diabetes Mellitus, Type 1",8.0,11.727536867854427
139929,Tinea Pedis,"Diabetes Mellitus, Type 1",1.0,3.472156088923187
140671,Purpura,"Diabetes Mellitus, Type 1",1.0,1.0632186059291338
142050,"Purpura, Thrombocytopenic","Diabetes Mellitus, Type 1",2.0,2.8298110411036603
142658,"Purpura, Thrombocytopenic, Idiopathic","Diabetes Mellitus, Type 1",5.0,9.669472274784908
143150,"Purpura, Thrombotic Thrombocytopenic","Diabetes Mellitus, Type 1",1.0,2.1840386080896974
143485,Hypercalciuria,"Diabetes Mellitus, Type 1",1.0,3.702962512982966
143824,Oliguria,"Diabetes Mellitus, Type 1",2.0,5.2280242704531865
144200,Polyuria,"Diabetes Mellitus, Type 1",23.0,54.30073235731772
145210,Proteinuria,"Diabetes Mellitus, Type 1",347.0,433.3952874161425
145805,Albuminuria,"Diabetes Mellitus, Type 1",1623.0,3351.6356576655826
146095,Hemoglobinuria,"Diabetes Mellitus, Type 1",7.0,20.1846512496911
146912,Urinary Incontinence,"Diabetes Mellitus, Type 1",4.0,6.470117366539453
147589,Virilism,"Diabetes Mellitus, Type 1",1.0,2.2270559931733884
147916,Hirsutism,"Diabetes Mellitus, Type 1",5.0,12.418611182631206
246,Asthenia,Colorectal Neoplasms,3.0,6.18965775316061
1324,Fever,Colorectal Neoplasms,12.0,7.427251587399562
5006,Body Weight,Colorectal Neoplasms,53.0,18.178355898672542
6930,Birth Weight,Colorectal Neoplasms,4.0,5.6285237720188
7796,Fetal Macrosomia,Colorectal Neoplasms,1.0,3.3367181180280827
8124,Weight Gain,Colorectal Neoplasms,7.0,10.406828184732364
9236,Weight Loss,Colorectal Neoplasms,29.0,29.00155763005406
10635,Cachexia,Colorectal Neoplasms,15.0,29.920860237071587
11212,Overweight,Colorectal Neoplasms,9.0,7.41484889595757
11818,Obesity,Colorectal Neoplasms,98.0,81.59025786029547
13368,"Obesity, Morbid",Colorectal Neoplasms,2.0,3.5058799047491203
16267,Edema,Colorectal Neoplasms,2.0,1.191756188205764
19854,Fatigue,Colorectal Neoplasms,28.0,31.864368354600018
22573,Hypergammaglobulinemia,Colorectal Neoplasms,1.0,1.6791251637069355
23622,Mobility Limitation,Colorectal Neoplasms,1.0,2.76385710334264
26352,Ataxia,Colorectal Neoplasms,1.0,1.2196597127769402
40341,Confusion,Colorectal Neoplasms,3.0,4.526844633830985
45537,Memory Disorders,Colorectal Neoplasms,2.0,2.9359952153277997
55058,Muscle Weakness,Colorectal Neoplasms,1.0,0.992991081702862
58996,Tetany,Colorectal Neoplasms,1.0,2.3812066730006465
59977,Pain,Colorectal Neoplasms,36.0,11.857921510706644
63275,Low Back Pain,Colorectal Neoplasms,1.0,1.5904210228767852
64956,Headache,Colorectal Neoplasms,3.0,2.653692764135672
68257,"Pain, Intractable",Colorectal Neoplasms,2.0,3.985966742653976
69182,Paralysis,Colorectal Neoplasms,1.0,0.4844713774828483
79087,Psychophysiologic Disorders,Colorectal Neoplasms,2.0,2.9650112683069563
84084,Sensation Disorders,Colorectal Neoplasms,4.0,1.3732876170865589
84996,Dizziness,Colorectal Neoplasms,1.0,1.3424714224114789
86960,Hearing Loss,Colorectal Neoplasms,1.0,0.8035505446228293
87849,Deafness,Colorectal Neoplasms,1.0,1.2285271630622612
93670,Hyperalgesia,Colorectal Neoplasms,1.0,2.3941100778365545
95260,Paresthesia,Colorectal Neoplasms,8.0,10.86414516919823
96170,Taste Disorders,Colorectal Neoplasms,1.0,2.376091572333876
97025,Vision Disorders,Colorectal Neoplasms,1.0,0.6634894318679091
98947,Blindness,Colorectal Neoplasms,1.0,1.0981383550099495
103188,Sleep Disorders,Colorectal Neoplasms,2.0,2.9859978197386337
103977,Sleep Deprivation,Colorectal Neoplasms,1.0,2.575912288994323
104955,Vertigo,Colorectal Neoplasms,1.0,1.5962519431875786
108155,Abdominal Pain,Colorectal Neoplasms,39.0,33.09086344774891
109595,"Abdomen, Acute",Colorectal Neoplasms,1.0,1.4376001304795285
113127,Angina Pectoris,Colorectal Neoplasms,2.0,2.9053667453817145
113921,Acute Coronary Syndrome,Colorectal Neoplasms,1.0,2.597960426216085
114241,"Angina, Unstable",Colorectal Neoplasms,1.0,2.2425601797093533
115618,"Pain, Postoperative",Colorectal Neoplasms,5.0,8.389276611332297
116434,Pelvic Pain,Colorectal Neoplasms,1.0,2.0410781251763237
117399,Anorexia,Colorectal Neoplasms,22.0,40.1557335069921
118052,Constipation,Colorectal Neoplasms,25.0,39.84788733816397
119247,Diarrhea,Colorectal Neoplasms,192.0,177.2521211678036
120926,Dyspepsia,Colorectal Neoplasms,2.0,4.164104398773258
121545,Flatulence,Colorectal Neoplasms,1.0,3.1378672592829178
123175,Nausea,Colorectal Neoplasms,65.0,74.01894982066909
124182,Postoperative Nausea and Vomiting,Colorectal Neoplasms,1.0,3.420099726967134
124722,Vomiting,Colorectal Neoplasms,40.0,33.7405066170155
126762,"Vomiting, Anticipatory",Colorectal Neoplasms,8.0,36.32552737883215
127057,Anoxia,Colorectal Neoplasms,20.0,20.0397714341494
129624,Cough,Colorectal Neoplasms,2.0,2.6294583021926647
130851,Dyspnea,Colorectal Neoplasms,1.0,1.005221681539617
132338,Hemoptysis,Colorectal Neoplasms,2.0,3.394148727073833
136887,Cafe-au-Lait Spots,Colorectal Neoplasms,2.0,6.607856590410184
137693,Jaundice,Colorectal Neoplasms,1.0,1.45471177095225
139127,Pruritus,Colorectal Neoplasms,3.0,4.397826325445411
142256,"Purpura, Thrombocytopenic, Idiopathic",Colorectal Neoplasms,1.0,1.9338944549569816
143407,Hypercalciuria,Colorectal Neoplasms,1.0,3.702962512982966
144552,Proteinuria,Colorectal Neoplasms,8.0,9.991822188268417
145447,Albuminuria,Colorectal Neoplasms,2.0,4.130173330456664
146416,Urinary Incontinence,Colorectal Neoplasms,1.0,1.6175293416348633
147691,Hirsutism,Colorectal Neoplasms,1.0,2.483722236526241
2134,Fever,Kidney Calculi,12.0,7.427251587399562
3544,Fever of Unknown Origin,Kidney Calculi,1.0,1.4731549166710445
5941,Body Weight,Kidney Calculi,35.0,12.004574650066775
7316,Birth Weight,Kidney Calculi,2.0,2.8142618860094
8502,Weight Gain,Kidney Calculi,1.0,1.4866897406760522
9787,Weight Loss,Kidney Calculi,3.0,3.0001611341435237
11363,Overweight,Kidney Calculi,2.0,1.6477441991016823
12561,Obesity,Kidney Calculi,42.0,34.96725336869806
13669,"Obesity, Morbid",Kidney Calculi,13.0,22.788219380869283
17161,Edema,Kidney Calculi,1.0,0.5958780941028821
29647,Dystonia,Kidney Calculi,1.0,1.5361090335230454
40694,Confusion,Kidney Calculi,1.0,1.508948211276995
46916,"Amnesia, Transient Global",Kidney Calculi,1.0,4.09885817007498
48090,Mental Retardation,Kidney Calculi,1.0,0.9054466840727144
51525,Psychomotor Disorders,Kidney Calculi,1.0,1.3316409916371097
53703,Muscle Spasticity,Kidney Calculi,1.0,1.7272802055939829
54467,Muscle Hypotonia,Kidney Calculi,1.0,1.6565111347057753
55789,Muscle Weakness,Kidney Calculi,2.0,1.985982163405724
56942,Muscular Atrophy,Kidney Calculi,1.0,1.460821769593828
57536,Myotonia,Kidney Calculi,1.0,3.0540485873998464
59187,Tetany,Kidney Calculi,4.0,9.524826692002586
61088,Pain,Kidney Calculi,52.0,17.128108848798487
62696,Back Pain,Kidney Calculi,13.0,14.91007074933196
63658,Low Back Pain,Kidney Calculi,2.0,3.1808420457535704
65737,Headache,Kidney Calculi,1.0,0.8845642547118906
68557,"Pain, Intractable",Kidney Calculi,1.0,1.992983371326988
69864,Paralysis,Kidney Calculi,1.0,0.4844713774828483
72333,Hemiplegia,Kidney Calculi,1.0,1.294632362892016
74851,Paraplegia,Kidney Calculi,13.0,16.607230687654965
76147,Quadriplegia,Kidney Calculi,12.0,16.429676033923684
76735,Respiratory Paralysis,Kidney Calculi,1.0,2.4894202576408797
78143,Paresis,Kidney Calculi,2.0,2.575471567665911
78931,"Paraparesis, Spastic",Kidney Calculi,1.0,3.1712036795505094
79574,Psychophysiologic Disorders,Kidney Calculi,2.0,2.9650112683069563
81711,"Reflex, Abnormal",Kidney Calculi,3.0,4.2213928290141
83332,Seizures,Kidney Calculi,2.0,1.690333851042828
93880,Hyperalgesia,Kidney Calculi,2.0,4.788220155673109
95776,Paresthesia,Kidney Calculi,1.0,1.358018146149779
104645,"Urinary Bladder, Neurogenic",Kidney Calculi,10.0,20.78257128418077
108708,Abdominal Pain,Kidney Calculi,19.0,16.12118988480075
109905,"Abdomen, Acute",Kidney Calculi,11.0,15.813601435274814
110588,Colic,Kidney Calculi,105.0,224.14846821914608
110794,Renal Colic,Kidney Calculi,5.0,24.40808754662306
112615,Chest Pain,Kidney Calculi,1.0,1.0995608303564923
115380,Flank Pain,Kidney Calculi,16.0,50.38170209373621
116037,"Pain, Postoperative",Kidney Calculi,7.0,11.744987255865215
116590,Pelvic Pain,Kidney Calculi,1.0,2.0410781251763237
117654,Anorexia,Kidney Calculi,1.0,1.8252606139541865
118434,Constipation,Kidney Calculi,2.0,3.187830987053118
119821,Diarrhea,Kidney Calculi,10.0,9.231881310823104
120663,"Diarrhea, Infantile",Kidney Calculi,1.0,2.281245322020591
121162,Dyspepsia,Kidney Calculi,3.0,6.246156598159887
122095,Heartburn,Kidney Calculi,1.0,3.176869417086187
122308,Hiccup,Kidney Calculi,1.0,2.953725865771977
122470,Hyperphagia,Kidney Calculi,1.0,2.399318422943693
126640,Hyperemesis Gravidarum,Kidney Calculi,1.0,2.875082738452864
127731,Anoxia,Kidney Calculi,1.0,1.00198857170747
131430,Dyspnea,Kidney Calculi,2.0,2.010443363079234
132607,Hemoptysis,Kidney Calculi,3.0,5.09122309061075
139436,Pruritus,Kidney Calculi,1.0,1.4659421084818036
140418,Purpura,Kidney Calculi,1.0,1.0632186059291338
141293,"Purpura, Schoenlein-Henoch",Kidney Calculi,1.0,1.9982144207445407
141848,"Purpura, Thrombocytopenic",Kidney Calculi,3.0,4.2447165616554905
143369,Dysuria,Kidney Calculi,1.0,3.836493905607489
143446,Hypercalciuria,Kidney Calculi,29.0,107.38591287650604
144102,Polyuria,Kidney Calculi,4.0,9.443605627359604
144893,Proteinuria,Kidney Calculi,44.0,54.95502203547628
145625,Albuminuria,Kidney Calculi,10.0,20.65086665228332
146773,Urinary Incontinence,Kidney Calculi,1.0,1.6175293416348633
768,Fever,Whipple Disease,19.0,11.75981501338264
2927,Fever of Unknown Origin,Whipple Disease,10.0,14.731549166710442
3853,Hypothermia,Whipple Disease,1.0,1.9454362153971527
4504,Body Weight,Whipple Disease,15.0,5.144817707171475
8925,Weight Loss,Whipple Disease,25.0,25.001342784529363
10265,Emaciation,Whipple Disease,3.0,5.497922163755426
10495,Cachexia,Whipple Disease,2.0,3.9894480316095446
11564,Obesity,Whipple Disease,1.0,0.8325536516356681
14396,"Cardiac Output, Low",Whipple Disease,1.0,2.1427956495556484
15798,Edema,Whipple Disease,6.0,3.5752685646172924
18529,Eye Manifestations,Whipple Disease,2.0,3.015753947790992
19616,Fatigue,Whipple Disease,2.0,2.2760263110428585
21799,Heart Murmurs,Whipple Disease,2.0,4.726834262874297
22370,Hypergammaglobulinemia,Whipple Disease,1.0,1.6791251637069355
24041,Neurologic Manifestations,Whipple Disease,4.0,0.2797656527013375
26181,Ataxia,Whipple Disease,3.0,3.658979138330821
27171,Cerebellar Ataxia,Whipple Disease,1.0,1.7087856229578182
30999,Myoclonus,Whipple Disease,10.0,17.75070869430331
32493,Tremor,Whipple Disease,2.0,3.478705573656504
33230,"Gait Disorders, Neurologic",Whipple Disease,1.0,1.744765519935002
37304,Aphasia,Whipple Disease,1.0,1.810661814533033
38192,"Aphasia, Wernicke",Whipple Disease,1.0,3.4953231482047213
38541,Dysarthria,Whipple Disease,1.0,2.0265851178737564
40203,Confusion,Whipple Disease,2.0,3.01789642255399
41487,Consciousness Disorders,Whipple Disease,2.0,1.754258552448745
42845,Coma,Whipple Disease,1.0,1.312084812843242
45410,Memory Disorders,Whipple Disease,5.0,7.339988038319499
46236,Amnesia,Whipple Disease,3.0,6.514458426055732
47040,Mental Retardation,Whipple Disease,1.0,0.9054466840727144
53202,Muscle Spasticity,Whipple Disease,1.0,1.7272802055939829
54784,Muscle Weakness,Whipple Disease,3.0,2.978973245108586
57598,Spasm,Whipple Disease,1.0,1.3672774715625755
59436,Pain,Whipple Disease,11.0,3.623253794938141
63091,Low Back Pain,Whipple Disease,1.0,1.5904210228767852
64572,Headache,Whipple Disease,2.0,1.7691285094237812
66343,Neck Pain,Whipple Disease,1.0,1.9587920065787088
68864,Paralysis,Whipple Disease,2.0,0.9689427549656968
70367,Facial Paralysis,Whipple Disease,1.0,1.357096911630458
72763,Ophthalmoplegia,Whipple Disease,11.0,14.628319961013908
73875,"Supranuclear Palsy, Progressive",Whipple Disease,4.0,12.136589732330204
74112,Paraplegia,Whipple Disease,2.0,2.554958567331533
77457,Paresis,Whipple Disease,2.0,2.575471567665911
82211,Seizures,Whipple Disease,4.0,3.380667702085656
86797,Hearing Loss,Whipple Disease,1.0,0.8035505446228293
88888,"Hearing Loss, Bilateral",Whipple Disease,1.0,2.2117885210426
96724,Vision Disorders,Whipple Disease,7.0,4.644426023075364
98692,Blindness,Whipple Disease,1.0,1.0981383550099495
102244,Scotoma,Whipple Disease,1.0,2.3812066730006465
103087,Sleep Disorders,Whipple Disease,2.0,2.9859978197386337
103959,Sleep Deprivation,Whipple Disease,1.0,2.575912288994323
107745,Abdominal Pain,Whipple Disease,3.0,2.545451034442224
110844,Arthralgia,Whipple Disease,16.0,23.63680000521941
112035,Chest Pain,Whipple Disease,1.0,1.0995608303564923
113033,Angina Pectoris,Whipple Disease,1.0,1.4526833726908572
117233,Anorexia,Whipple Disease,2.0,3.650521227908373
117905,Constipation,Whipple Disease,4.0,6.375661974106236
118838,Diarrhea,Whipple Disease,42.0,38.77390150545704
120835,Dyspepsia,Whipple Disease,1.0,2.082052199386629
124364,Vomiting,Whipple Disease,1.0,0.8435126654253875
125984,Hematemesis,Whipple Disease,1.0,2.0858617278032967
126830,Anoxia,Whipple Disease,1.0,1.00198857170747
128593,Apnea,Whipple Disease,1.0,1.8765539083417369
129384,Cough,Whipple Disease,2.0,2.6294583021926647
130520,Dyspnea,Whipple Disease,3.0,3.015665044618851
136079,Skin Manifestations,Whipple Disease,4.0,2.44942887240623
139987,Purpura,Whipple Disease,4.0,4.252874423716535
140977,"Purpura, Schoenlein-Henoch",Whipple Disease,1.0,1.9982144207445407
141527,"Purpura, Thrombocytopenic",Whipple Disease,1.0,1.4149055205518302
32,"Aging, Premature",Liver Cirrhosis,1.0,3.464551489537968
339,Asthenia,Liver Cirrhosis,3.0,6.18965775316061
1618,Fever,Liver Cirrhosis,29.0,17.949191336215605
3343,Fever of Unknown Origin,Liver Cirrhosis,1.0,1.4731549166710445
3986,Hypothermia,Liver Cirrhosis,3.0,5.836308646191459
5366,Body Weight,Liver Cirrhosis,142.0,48.70427429455663
7070,Birth Weight,Liver Cirrhosis,1.0,1.4071309430047
8270,Weight Gain,Liver Cirrhosis,6.0,8.920138444056313
9481,Weight Loss,Liver Cirrhosis,12.0,12.000644536574091
10357,Emaciation,Liver Cirrhosis,1.0,1.8326407212518088
10760,Cachexia,Liver Cirrhosis,5.0,9.973620079023862
11274,Overweight,Liver Cirrhosis,4.0,3.2954883982033647
12125,Obesity,Liver Cirrhosis,134.0,111.56218931917952
13504,"Obesity, Morbid",Liver Cirrhosis,23.0,40.31761890461488
14081,Thinness,Liver Cirrhosis,2.0,5.341199219712114
14313,"Cardiac Output, High",Liver Cirrhosis,1.0,3.836493905607489
14507,"Cardiac Output, Low",Liver Cirrhosis,5.0,10.71397824777824
15199,Cyanosis,Liver Cirrhosis,31.0,54.045697213239855
16611,Edema,Liver Cirrhosis,141.0,84.01881126850637
18225,Hydrops Fetalis,Liver Cirrhosis,1.0,2.341000252522606
18779,Eye Manifestations,Liver Cirrhosis,5.0,7.53938486947748
19335,Eye Hemorrhage,Liver Cirrhosis,1.0,2.7526420325225
20064,Fatigue,Liver Cirrhosis,12.0,13.65615786625715
20965,Mental Fatigue,Liver Cirrhosis,1.0,3.585179477326583
21109,Feminization,Liver Cirrhosis,14.0,52.673403068352734
21216,Fetal Distress,Liver Cirrhosis,3.0,7.765354914741174
21900,Heart Murmurs,Liver Cirrhosis,2.0,4.726834262874297
22686,Hypergammaglobulinemia,Liver Cirrhosis,33.0,55.41113040232887
24435,Neurologic Manifestations,Liver Cirrhosis,23.0,1.6086525030326908
25638,Decerebrate State,Liver Cirrhosis,1.0,2.944676030252059
25888,Dyskinesias,Liver Cirrhosis,3.0,2.2438562361255703
26482,Ataxia,Liver Cirrhosis,6.0,7.317958276661641
27394,Cerebellar Ataxia,Liver Cirrhosis,4.0,6.835142491831273
28245,Athetosis,Liver Cirrhosis,3.0,7.746486928018482
28755,Chorea,Liver Cirrhosis,4.0,7.971933485307953
30406,Hyperkinesis,Liver Cirrhosis,1.0,2.341000252522606
30796,Hypokinesia,Liver Cirrhosis,1.0,2.879293270989208
32670,Tremor,Liver Cirrhosis,10.0,17.39352786828252
33442,"Gait Disorders, Neurologic",Liver Cirrhosis,1.0,1.744765519935002
34243,Apraxias,Liver Cirrhosis,2.0,4.767548137011785
39654,Learning Disorders,Liver Cirrhosis,1.0,1.7353123772912469
40434,Confusion,Liver Cirrhosis,2.0,3.01789642255399
41085,Delirium,Liver Cirrhosis,2.0,4.16791029906543
41663,Consciousness Disorders,Liver Cirrhosis,2.0,1.754258552448745
42285,Unconsciousness,Liver Cirrhosis,2.0,1.8559456584112928
43161,Coma,Liver Cirrhosis,29.0,38.05045957245402
44436,Syncope,Liver Cirrhosis,2.0,2.9817828550595045
